Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_type,Cause_of_accident,Pedestrian_movement,Vehicle_movement,Road_allignment,Area_accident_occured,Sub_district,Source,Year,Accident_severity
Afternoon (14-18),Monday,31-50,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Long lorry,Drunk driving,Unknown or other,Turnover,Tangent road with flat terrain,Outside Addis Ababa,Nifas Silk-Lafto,Figshare,2016,Fatal injury
Afternoon (14-18),Friday,18-30,Male,Above high school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Long lorry,Other,Crossing from driver near side,Turnover,Tangent road with flat terrain,Residential areas,Yeka,Figshare,2018,Slight Injury
Afternoon (14-18),Thursday,18-30,Male,Above high school,Employee,2-5yr,Double carriageway (median),Crossing,Asphalt roads with some distress,Dry,Daylight,Raining and Windy,Vehicle with vehicle collision,3,1,Public (12 seats),Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Lideta,Figshare,2022,Slight Injury
Afternoon (14-18),Tuesday,31-50,Male,High school,Other,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads with some distress,Dry,Daylight,Raining and Windy,Vehicle with vehicle collision,1,2,Public (12 seats),Other,Unknown or other,Going straight,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2022,Slight Injury
Afternoon (14-18),Monday,18-30,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Public (12 seats),Other,Not a Pedestrian,U-Turn,Tangent road with flat terrain,Residential areas,Addis Ketema,Figshare,2018,Slight Injury
Afternoon (14-18),Saturday,31-50,Female,High school,Other,Below 1yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,4,1,Taxi,Other,Crossing from nearside,U-Turn,Tangent road with flat terrain,Residential areas,Bole,Figshare,2018,Slight Injury
Afternoon (14-18),Friday,18-30,Male,Elementary school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Rollover,2,2,Lorry (41-100Q),Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2022,Serious Injury
Night (22-6),Wednesday,31-50,Male,Above high school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,1,Bajaj,Other,Unknown or other,Going straight,Steep grade downward with mountainous terrain,Residential areas,Bole,Figshare,2019,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Elementary school,Employee,2-5yr,Double carriageway (median),Crossing,Earth roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,4,Automobile,Other,Unknown or other,Moving Backward,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2022,Serious Injury
Afternoon (14-18),Monday,18-30,Female,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Motorcycle,Other,Unknown or other,U-Turn,Tangent road with flat terrain,Residential areas,Arada,Figshare,2020,Serious Injury
Afternoon (14-18),Saturday,18-30,Male,Above high school,Owner,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Rollover,2,1,Automobile,Drunk driving,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Gulele,Figshare,2019,Fatal injury
Afternoon (14-18),Thursday,31-50,Male,Above high school,Employee,2-5yr,Double carriageway (median),Crossing,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,2,Automobile,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2019,Slight Injury
Night (22-6),Thursday,31-50,Male,High school,Employee,2-5yr,One way,Crossing,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Automobile,Other,Not a Pedestrian,Going straight,Steep grade downward with mountainous terrain,Residential areas,Kirkos,Figshare,2022,Fatal injury
Night (22-6),Monday,31-50,Male,High school,Owner,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Taxi,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2022,Fatal injury
Afternoon (14-18),Thursday,18-30,Male,Above high school,Other,2-5yr,Double carriageway (median),T Shape,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,2,Automobile,Other,Not a Pedestrian,Moving Backward,Steep grade downward with mountainous terrain,Residential areas,Bole,Figshare,2020,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Unknown,Employee,No Licence,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Motorcycle,Other,Not a Pedestrian,Moving Backward,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2018,Serious Injury
Afternoon (14-18),Monday,31-50,Male,Unknown,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,1,Taxi,Other,Crossing from nearside,Going straight,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Figshare,2021,Slight Injury
Afternoon (14-18),Tuesday,18-30,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,3,Automobile,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Kirkos,Figshare,2022,Slight Injury
Afternoon (14-18),Friday,31-50,Female,Elementary school,Employee,2-5yr,Double carriageway (median),No junction,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,2,Long lorry,Other,Crossing from driver near side,U-Turn,Steep grade downward with mountainous terrain,Residential areas,Nifas Silk-Lafto,Figshare,2020,Slight Injury
Night (22-6),Tuesday,18-30,Male,Unknown,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Motorcycle,Other,Crossing from nearside,Going straight,Tangent road with flat terrain,Residential areas,Kirkos,Figshare,2020,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads with some distress,Dry,Daylight,Cloudy,Vehicle with vehicle collision,1,2,Public (12 seats),Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Lideta,Figshare,2016,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Unknown,Owner,2-5yr,Double carriageway (median),No junction,Asphalt roads,Dry,Daylight,Raining and Windy,Vehicle with vehicle collision,2,5,Bajaj,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2017,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,High school,Employee,Below 1yr,Double carriageway (median),No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Bajaj,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Figshare,2019,Slight Injury
Afternoon (14-18),Friday,31-50,Female,Elementary school,Owner,2-5yr,Undivided Two way,T Shape,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,2,Long lorry,Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2017,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Above high school,Owner,2-5yr,Undivided Two way,T Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Motorcycle,Other,Crossing from driver near side,Turnover,Tangent road with flat terrain,Outside Addis Ababa,Yeka,Figshare,2019,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Elementary school,Owner,2-5yr,One way,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Lorry (41-100Q),Other,Crossing from driver near side,U-Turn,Tangent road with flat terrain,Residential areas,Lideta,Figshare,2019,Serious Injury
Afternoon (14-18),Friday,18-30,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Taxi,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2022,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,Above high school,Employee,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,3,Motorcycle,Overspeed,Not a Pedestrian,Moving Backward,Tangent road with flat terrain,Residential areas,Arada,Figshare,2020,Fatal injury
Night (22-6),Tuesday,31-50,Male,High school,Other,No Licence,Undivided Two way,T Shape,Asphalt roads,Dry,Daylight,Raining,Rollover,2,3,Automobile,Other,Crossing from nearside,Moving Backward,Steep grade downward with mountainous terrain,Outside Addis Ababa,Bole,Figshare,2020,Fatal injury
Afternoon (14-18),Monday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Taxi,Other,Unknown or other,Going straight,Tangent road with flat terrain,Outside Addis Ababa,Bole,Figshare,2019,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Elementary school,Employee,2-5yr,One way,T Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Automobile,Other,Crossing from nearside,Moving Backward,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Figshare,2021,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Unknown,Owner,2-5yr,Double carriageway (median),Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,5,2,Motorcycle,Other,Not a Pedestrian,U-Turn,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2017,Slight Injury
Afternoon (14-18),Friday,18-30,Male,High school,Owner,Below 1yr,Undivided Two way,No junction,Earth roads,Dry,Daylight,Raining,Vehicle with vehicle collision,5,2,Bajaj,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2022,Slight Injury
Afternoon (14-18),Sunday,18-30,Female,Above high school,Employee,2-5yr,One way,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,7,Automobile,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Yeka,Figshare,2016,Serious Injury
Afternoon (14-18),Tuesday,31-50,Female,High school,Employee,2-5yr,Undivided Two way,Unknown,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,1,3,Taxi,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2017,Slight Injury
Night (22-6),Monday,18-30,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,3,Lorry (41-100Q),Other,Crossing from driver near side,Going straight,Steep grade downward with mountainous terrain,Residential areas,Addis Ketema,Figshare,2020,Fatal injury
Afternoon (14-18),Thursday,31-50,Male,Above high school,Employee,Below 1yr,One way,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Long lorry,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Gulele,Figshare,2022,Slight Injury
Night (22-6),Friday,31-50,Male,Unknown,Owner,2-5yr,One way,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Motorcycle,Drunk driving,Not a Pedestrian,Moving Backward,Steep grade downward with mountainous terrain,Residential areas,Kirkos,Figshare,2022,Fatal injury
Afternoon (14-18),Monday,31-50,Male,Elementary school,Owner,2-5yr,Double carriageway (median),No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Bajaj,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Yeka,Figshare,2019,Slight Injury
Night (22-6),Saturday,31-50,Male,High school,Employee,2-5yr,Undivided Two way,T Shape,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Taxi,Other,Crossing from driver near side,Going straight,Tangent road with flat terrain,Residential areas,Kirkos,Figshare,2021,Slight Injury
Afternoon (14-18),Friday,31-50,Male,High school,Employee,Below 1yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,4,Motorcycle,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Outside Addis Ababa,Kirkos,Figshare,2016,Serious Injury
Afternoon (14-18),Tuesday,31-50,Male,Above high school,Other,2-5yr,Undivided Two way,T Shape,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Long lorry,Drunk driving,Crossing from driver near side,Going straight,Steep grade downward with mountainous terrain,Residential areas,Addis Ketema,Figshare,2019,Fatal injury
Night (22-6),Thursday,31-50,Male,Elementary school,Employee,No Licence,Undivided Two way,Crossing,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,1,Lorry (41-100Q),Other,Unknown or other,Stopping,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2017,Serious Injury
Afternoon (14-18),Sunday,31-50,Male,Above high school,Employee,2-5yr,One way,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,1,1,Public (12 seats),Other,Crossing from nearside,Stopping,Tangent road with flat terrain,Residential areas,Arada,Figshare,2022,Slight Injury
Afternoon (14-18),Monday,31-50,Male,Unknown,Owner,2-5yr,Undivided Two way,Unknown,Gravel roads,Dry,Darkness - no lighting,Raining and Windy,Rollover,3,1,Lorry (41-100Q),Other,Unknown or other,U-Turn,Tangent road with flat terrain,Residential areas,Kirkos,Figshare,2016,Fatal injury
Afternoon (14-18),Monday,31-50,Male,Unknown,Employee,2-5yr,Undivided Two way,Y Shape,Earth roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Motorcycle,Other,Not a Pedestrian,Moving Backward,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Figshare,2018,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Elementary school,Employee,Below 1yr,Double carriageway (median),Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Rollover,2,5,Public (12 seats),Other,Unknown or other,Going straight,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Figshare,2021,Fatal injury
Afternoon (14-18),Wednesday,31-50,Female,High school,Employee,Below 1yr,Two-way (divided with broken lines road marking),Crossing,Earth roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Taxi,Other,Crossing from driver near side,Going straight,Steep grade downward with mountainous terrain,Residential areas,Yeka,Figshare,2018,Serious Injury
Afternoon (14-18),Thursday,31-50,Female,High school,Employee,2-5yr,Undivided Two way,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Motorcycle,Other,Crossing from nearside,Going straight,Tangent road with flat terrain,Residential areas,Yeka,Figshare,2021,Slight Injury
Afternoon (14-18),Tuesday,31-50,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Automobile,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Bole,Figshare,2018,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Above high school,Employee,Below 1yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,1,Taxi,Other,Crossing from driver near side,U-Turn,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Figshare,2016,Slight Injury
Night (22-6),Sunday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,2,Public (12 seats),Other,Unknown or other,U-Turn,Tangent road with flat terrain,Residential areas,Bole,Figshare,2021,Slight Injury
Afternoon (14-18),Tuesday,31-50,Male,Unknown,Other,2-5yr,Undivided Two way,No junction,Earth roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Motorcycle,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Yeka,Figshare,2020,Slight Injury
Afternoon (14-18),Sunday,31-50,Female,High school,Employee,2-5yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,2,Taxi,Other,Not a Pedestrian,U-Turn,Tangent road with flat terrain,Residential areas,Kirkos,Figshare,2022,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,High school,Owner,2-5yr,Double carriageway (median),Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Motorcycle,Overspeed,Crossing from nearside,Stopping,Tangent road with flat terrain,Outside Addis Ababa,Bole,Figshare,2019,Serious Injury
